;Date;Type;Country;Injury
5538;.Reported 22-Feb-1902;Provoked;NEW ZEALAND;No injury, hooked shark bit tousers. PROVOKED INCIDENT
5539;Reported 25-Jan-1902;Unprovoked;AUSTRALIA;FATAL
5540;Reported 19-Jan-1902;Invalid;SOUTH AFRICA;Possible drowning & scavenging. Remains were recovered from a 15' shark's gut
5541;19-Jan-1902;Unprovoked;AUSTRALIA;Legs bitten
5542;01-Dec-1901;Unprovoked;AUSTRALIA;Lacerations to torso & thigh
5543;Mid Oct-1901;Unprovoked;PHILIPPINES;Right thigh bitten 
5544;Reported 23-Sep-1901;Unprovoked;CYPRUS;FATAL, bitten on arms, chest & legs
5545;30-Jul-1901;Unprovoked;SOUTH AFRICA;Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL
5546;17-Jul-1901;Invalid;ITALY;Disappeared, but shark involvement unconfirmed
5547;Reported 29-Jun-1901;Invalid;YEMEN ;
5548;24-Jun-1901;Unprovoked;PHILIPPINES;"Left thigh stripped of flesh 4"" above the knee "
5549;30-Jan-1901;Unprovoked;AUSTRALIA;Thigh bitten, FATAL
5550;Summer 1901;Unprovoked;USA;Abdomen bitten
5551;27-Dec-1900;Unprovoked;AUSTRALIA;FATAL
5552;14-Nov-1900;Unprovoked;SOUTH AFRICA;FATAL, legs severed
5553;27-Oct-1900;Invalid;SOUTH AFRICA;Probable drowning & scavenging
5554;15-Sep-1900;Unprovoked;AUSTRALIA;Laceration to right leg
5555;13-Sep-1900;Unprovoked;USA;No injury
5556;05-Sep-1900;Unprovoked;USA;"Bathing suit torn & ""imprints of the shark's teeth on his body"""
5557;21-Aug-1900;Unprovoked;USA;Left hand lacerated
5558;31-Jul-1900;Unprovoked;CROATIA;FATAL
5559;14-Jul-1900;Invalid;USA;Believed drowned. Uhlbrechts foot, and the pelvis & femur of another person recovered in gut of tiger shark shark caught on 17-Aug-1900
5560;Late Jul-1900;Provoked;USA;No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT
5561;  28-Jan-1900;Unprovoked;AUSTRALIA;Right posterior thigh bitten
5562;Early 1900s;Unprovoked;USA;Severe abrasion when shark swam between his legs
5563;Ca. 1900;Unprovoked;SOUTH AFRICA;Leg severed
5564;18-Dec-1899;Unprovoked;AUSTRALIA;bite to lower leg
5565;20-Nov-1899;Sea Disaster;PHILIPPINES;FATAL
5566;28-Oct-1899;Boating;AUSTRALIA;No injury to occupants, shark bit boat
5567;Reported 12-Oct-1899;Unprovoked;LIBYA;Lacerations to head
5568;Reported 12-Oct-1899;Unprovoked;LIBYA;FATAL
5569;Reported 11-Sep-1899;Unprovoked;MEXICO;FATAL
5570;Reported 23-Aug-1899;Provoked;USA;FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT
5571;15-Aug-1899;Unprovoked;USA;FATAL
5572;08-Aug-1899;Unprovoked;EGYPT ;Back muscles torn away
5573;08-Aug-1899;Unprovoked;EGYPT ;Forearm, wrist & hand bitten
5574;08-Aug-1899;Unprovoked;EGYPT;Left leg bitten
5575;Reported 08-Jul-1899;Unprovoked;BAHAMAS;FATAL
5576;07-Jun-1899;Provoked;ITALY;Multiple injuries from boated shark PROVOKED INCIDENT
5577;  02-Jun-1899;Invalid;NEW ZEALAND;FATAL
5578;28-May-1899;Invalid;PHILIPPINES;FATAL
5579;Reported 04-May-1899;Unprovoked;ITALY;FATAL
5580;28-Jan-1899;Invalid;AUSTRALIA;Drowning may mav preceded attack
5581;1899 During the Seige of Ladysmith;Unprovoked;SOUTH AFRICA;Foot severed 
5582;1899;Boating;USA;No injury to occupants. shark bit oar
5583;Ca. 1899;Unprovoked;USA;Leg bitten
5584;Reported 28-Dec-1898;Unprovoked;AUSTRALIA;FATAL
5585;28-Oct-1898;Unprovoked;USA;FATAL
5588;Reported 07-Sep-1898;Unprovoked;WEST INDIES;FATAL
5589;22-Aug-1898;Unprovoked;USA;Laceration to thigh
5590;Reported 26-Jul-1898;Invalid;AUSTRALIA;Reported fatal, but this is a questionable incident
5591;15-Jul-1898;Unprovoked;YEMEN ;FATAL, severe injuries to both arms & legs, 3 limbs surgically amputed & died after 3 days  
5592;14-Jul-1898;Unprovoked;YEMEN ;FATAL
5593; Jul-1898;Unprovoked;CUBA;FATAL
5594;22-Jun-1898;Unprovoked;NEW CALEDONIA;FATAL
5595;13-Apr-1898;Sea Disaster;FIJI;Lacerations to thigh
5596;1898.01.24;Unprovoked;SRI LANKA;FATAL
5597;Reported 1898;Invalid;CRETE;Unknown
5598;1898;Unprovoked;USA;Lacerations to left hand
5599;1898 (soon after the close of the Spanish-American War);Unprovoked;CUBA;FATAL, 7 survived but 6 were taken by sharks
5600;1898;Unprovoked;JAMAICA;Hand lacerated, 2 fingers severed
5601;1898;Unprovoked;CUBA;FATAL, 4 were killed by sharks, 1 survived
5602;1898-1899;Unprovoked;USA;Lacerations
5603;Summer of 1898;Unprovoked;YEMEN ;FATAL
5604;1898;Sea Disaster;USA;FATAL
5605;Reported 04-Dec-1897;Provoked;USA;Hooked shark bit his leg PROVOKED INCIDENT
5606;15-Oct-1897;Invalid;MEXICO;Minor injuries
5607;Reported 05-Oct-1897;Unprovoked;MARSHALL ISLANDS;FATAL
5608;17-Sep-1897;Provoked;USA;Lacerations to hand by netted shark PROVOKED INCIDENT
5609;06-Sep-1897;Unprovoked;USA;Lacerations to lower leg
5610;21-Jul-1897;Unprovoked;SOUTH AFRICA;FATAL
5611;09-Jun-1897;Sea Disaster;YEMEN ;FATAL
5613;Reported 15-Mar-1897;Unprovoked;USA;FATAL
5614;1897;Unprovoked;NEW ZEALAND;Lacerations to left arm
5615;1897;Unprovoked;EGYPT;No details
5616;23-Decp1896;Boating;AUSTRALIA;No injury to occupants. Shark bit boat several times
5617;20-Dec-1896;Unprovoked;NEW ZEALAND;FATAL, left arm severed at elbow,  right arm at wrist 
5618;Reported 17-Dec-1896;Unprovoked;NEW ZEALAND;FATAL
5619;29-Nov-1896;Unprovoked;AUSTRALIA;FATAL
5620;01-Nov-1896;Unprovoked;AUSTRALIA;FATAL
5621;Reported 11-Sep-1896;Unprovoked;SRI LANKA;Leg severed
5622;25-Jul-1896;Unprovoked;USA;FATAL
5623;Reported 21-Jun-1896;Unprovoked;USA;Lacerations to foot and calf
5624; 11-Jan-1896;Unprovoked;AUSTRALIA;FATAL
5625;1896;Unprovoked;USA;FATAL
5626;1896;Unprovoked;HAITI;Leg severed below knee
5627;09-Dec-1895;Unprovoked;AUSTRALIA;FATAL
5628;Reported 21-Nov-1895;Unprovoked;BARBADOS;Leg bitten
5629;16-Nov-1895;Unprovoked;AUSTRALIA;FATAL
5630;18-Sep-1895;Sea Disaster;CUBA;Probable drowning & scavenging
5631;Reported 14-Sep-1895;Unprovoked;YEMEN ;FATAL
5632;Sep-1895;Provoked;USA;No injury, hooked shark rammed boat & Ruark fell on its back PROVOKED INCIDENT
5633;11-Aug-1895;Unprovoked;USA;FATAL
5634;2-Aug-1895;Unprovoked;USA;Arm bitten
5635;Reported 16-Jul-1895;Unprovoked;JAPAN;FATAL
5637;Reported 03-Jun-1895;Unprovoked;AUSTRALIA;FATAL
5638;21-May-1895;Sea Disaster;BAHAMAS;Heel bitten
5639;03-May-1895;Unprovoked;NEW ZEALAND;FATAL       Thigh bitten
5640;29-Apr-1895;Unprovoked;SOUTH AFRICA;FATAL, right arm lacerated 
5641;23-Apr-1895;Unprovoked;NEW ZEALAND;Lacerations to foot
5642;Reported 29-Mar-1895;Unprovoked;INDONESIA;FATAL
5643;15-Mar-1895;Unprovoked;AUSTRALIA;Lower leg & foot bitten
5644;27-Feb-1895;Unprovoked;AUSTRALIA;FATAL
5645;Reported 23-Feb-1895;Unprovoked;PANAMA;FATAL
5646;1895;Boating;AUSTRALIA;No injury to occupants of boat
5647;11-Dec-1894;Provoked;USA;Left leg bitten PROVOKED INCIDENT
5648;28-Nov-1894;Unprovoked;AUSTRALIA;"""Lost his arm"""
5649;Reported 06-Oct-1894;Unprovoked;USA;FATAL
5650;Reported 12-Sep-1894;Unprovoked;USA;Lacerations to leg
5651;Reported 06-Sep-1894;Unprovoked;FIJI;Foot severed
5652;Reported 01-Sep-1894;Provoked;USA;Laceration to calf  PROVOKED INCIDENT
5653;21-Aug-1894;Unprovoked;USA;No injury
5654;01-Aug-1894;Unprovoked;USA;Lacerations to thigh
5655;Reportd 15-Jul-1894;Unprovoked;FRANCE;No injury
5656;29-Jun-1894;Unprovoked;USA;"""Painfully injured"" but no details"
5657;25-Jun-1894;Unprovoked;SOUTH AFRICA;FATAL
5658;Reported 15-Jun-1894;Unprovoked;USA;Right leg bitten
5659;Reported 15-Jun-1894;Unprovoked;MEXICO;FATAL 
5660;Reported 28-Apr-1894;Unprovoked;BURMA;FATAL
5661;Reported 28-Apr-1894;Unprovoked;BURMA;FATAL 
5662;Reported 20-Oct-1893;Unprovoked;INDIA;FATAL
5663;16-Oct-1893;Invalid;CROATIA;"No injury; no attack"
5664;03-Jul-1893;Sea Disaster;PHILIPPINES;FATAL
5665;Reported 22-Jun-1893;Unprovoked;NIGERIA;FATAL
5666;22-Jun-1893;Unprovoked;LEBANON;FATAL
5667;Reported 23-May-1893;Unprovoked;FIJI;FATAL
5668;17-May-1893;Unprovoked;CUBA;FATAL
5669;Reported 15-Apr-1893;Unprovoked;SOUTH ATLANTIC OCEAN;One leg severed by the shark, the other surgically amputated
5670;14-Apr-1893;Unprovoked;AUSTRALIA;Leg bitten
5671;04-Apr-1893;Invalid;AUSTRALIA;Fatal, probable drowning
5672;Reported 30-Jan-1893;Unprovoked;NEW ZEALAND;FATAL
5673;Reported 18-Jan-1893;Unprovoked;FRENCH POLYNESIA;FATAL.Tossed overboard to sharks by Rodrigue brothers who were later executed in Manila
5674;1893;Unprovoked;EGYPT;No details
5675;15-Dec-1892;Unprovoked;ATLANTIC OCEAN;FATAL
5676;Reported 09-Nov-1892;Unprovoked;AUSTRALIA;Laceration to arm
5677;06-Nov-1892;Unprovoked;AUSTRALIA;Abrasions to left leg
5678;Reported 16-Sep-1892;Unprovoked;USA;Hand bitten
5679;24-Jun-1892;Invalid;FRANCE;No injury, no attack
5680;Reported 20-Jun-1892;Unprovoked;CUBA;FATAL
5681;Reported 19-May-1892;Unprovoked;NEW ZEALAND;Minor injury to leg
5682;Reported 21-Apr-1892;Unprovoked;BAHAMAS;FATAL, leg severed
5683;Reported 25-Mar-1892;Unprovoked;PACIFIC OCEAN;6 or 8 of the would-be rescuers were shot & the rest were killed by sharks
5684;02-Mar-1892;Provoked;AUSTRALIA;Lacerations to calf by netted shark PROVOKED INCIDENT
5685;1892;Provoked;AUSTRALIA;FATAL         Bitten in two by shark that he molested with a knife. Buried at Batu Island.  PROVOKED INCIDENT
5686;Reported 31-Dec-1891;Unprovoked;AUSTRALIA;Foot severed
5687;Reported 22-Dec-1891;Unprovoked;NEW ZEALAND;Hand bitten
5688;29-Nov-1891;Unprovoked;MARTINIQUE;Injured
5689;Reported 14-Sep-1891;Sea Disaster;KIRIBATI;FATAL. Of 38 people in the water, 8 were killed by sharks & 1 man's leg was severed
5690;Reported 30-Aug-1891;Unprovoked;CANADA;FATAL
5691;29-Aug-1891;Provoked;USA;Survived, PROVOKED INCIDENT
5692;11-Jun-1891;Invalid;USA;Fatal, but death may have been due to drowning
5693;10-Mar-1891;Unprovoked;PARAGUAY;FATAL
5694;Reported 08-Jan-1891;Unprovoked;JAMAICA;FATAL
5695;30-Dec-1890;Invalid;AUSTRALIA;Fatal, but death may have been due to drowning
5696;Reported 27-Dec-1890;Unprovoked;BRITISH NEW GUINEA;Arm bitten
5697;Reported 25-Oct-1890;Unprovoked;ATLANTIC OCEAN;FATAL
5698;Reported 17-Aug-1890;Provoked;USA;No injury to occupants. Hooked shark damaged boat PROVOKED INCIDENT
5699;9-Aug-1890;Unprovoked;USA;Severe lacerations to left arm.
5700; 08-Aug-1890;Unprovoked;SAMOA;Both legs severed
5701;06-26-1890;Unprovoked;CROATIA;Legs severed 
5702;Reported 14-Jun-1890;Unprovoked;PERSIAN GULF;Severe lacerations to foot
5703;Reported 02-Jun-1890;Unprovoked;EGYPT;FATAL
5704;14-May-1890;Invalid;SOUTH AFRICA;Forensic evidence indicated death resulted from drowning, his body was subsequently scavenged by a shark
5705;Reported 03-Mar-1890;;CEYLON;FATAL
5706;25-Feb-1890;Boating;MALTA;FATAL, 2 men were lost, presumed taken by the shark
5707;1890 ;Unprovoked;AUSTRALIA;Knee bitten
5708;1890;Unprovoked;INDIA;No details
5709;1890;Unprovoked;INDIA;No details
5710;1890;Unprovoked;NEW ZEALAND;FATAL
5711;Ca. 1890;Unprovoked;SOUTH AFRICA;FATAL, leg bitten, foot partly severed 
5712;Reported 29-Nov-1889;Invalid;GREECE;Human remains found in 4m, 900 kg shark
5713;22-Nov-1889;Unprovoked;AUSTRALIA;FATAL
5714;16-Nov-1889;Invalid;USA;Speculated that he was taken by a shark but most likely drowned
5715;Reported 03-Oct-1889;Unprovoked;INDIA;FATAL
5716;21-Jul-1889;Unprovoked;USA;FATAL, calf bitten
5717;  19-Jul-1889;Unprovoked;USA;Leg bitten
5718;08-Jul-1889;Unprovoked;AUSTRALIA;FATAL 
5719;Reported 31-Jan-1889;Provoked;USA;No injury to occupants. Gaffed shark capsized boat PROVOKED INCIDENT
5720;Jan-1889;Unprovoked;SIERRA LEONE;FATAL
5721;Reported 25-Dec-1888;Unprovoked;INDIAN OCEAN;Foot severed
5722;09-Dec-1888;Unprovoked;AUSTRALIA;FATAL
5723;Dec-1888;Unprovoked;AUSTRALIA;FATAL
5724;Reported 23-Oct-1888;Unprovoked;CROATIA;Human remains found in shark
5725;14-Aug-1888;Sea Disaster;CANADA;FATAL
5726;Reported 01-Aug-1888;Boating;USA;No injury to occupants. Shark beat away with oar
5727;Reported 20-Jul-1888;Invalid;JAMAICA;Human remains recovered from a 10' to 12' shark caught in a turtle net
5728;Reported 13-Jul-1888;Sea Disaster;INDIA;FATAL, only 1 of her crew of 7 survived
5729;04-Jul-1888;Invalid;CROATIA;Human remains & clothing found in 7' shark
5730;24-Jun-1888;Boating;AUSTRALIA;No injury to occupants, shark holed boat
5731;Reported 18-Jun-1888;Invalid;AUSTRALIA;Probable drowning & scavenging
5732;17-Feb-1888;Unprovoked;NEW ZEALAND;Arm severely lacerated, surgically amputated
5733;22-Jan-1888;Boating;AUSTRALIA;Shark bit boat, but no injury to occupant who swam ashore
5734;Feb-1888;Unprovoked;SOUTH AFRICA;FATAL
5735;1888;Unprovoked;LIBYA;Lacerations to thorax and hands
5736;Reported 22-Dec-1887;Unprovoked;HONDURAS;FATAL
5737;04-Dec-1887;Unprovoked;AUSTRALIA;FATAL
5738;18-Oct-1887;Unprovoked;USA;FATAL
5739;October 1887;Sea Disaster;BAHAMAS;FATAL
5740;22-Sep-1887;Unprovoked;ITALY;Leg injured
5741;11-Sep-1887;Invalid;CROATIA;Shoes & human remains found in a shark
5743;12-Mar-1887;Boating;AUSTRALIA;No injury to occupants
5744;Reported 08-Feb-1887;Unprovoked;NEW ZEALAND;FATAL
5745;08-Feb-1887;Provoked;SOUTH AFRICA;Harpooned shark, bit boat, causing it to ship water. Boat reached shore in sinking condition PROVOKED INCIDENT
5746;20-Jan-1887;Sea Disaster;BRAZIL;FATAL
5747;12-Jan-1887;Unprovoked;SOUTH AFRICA;FATAL, flesh removed hip to knee, calf & heel bitten 
5748;1887;Sea Disaster;OCEAN;Foot severed
5749;Mid-Aug-1886;Boating;USA;Shark attacked boat, shark killed & towed to shore
5750;Mid-Aug-1886;Provoked;USA;No injury, sharks ripped net & bit boat PROVOKED INCIDENT
5751;Aug-1886;Boating;USA;No injury. They were chased by three sharks, one of which rammed their boat
5752;17-Jun-1886;Unprovoked;AUSTRALIA;FATAL
5753;02-Jun-1886;Invalid;USA;The body of one woman had been bitten by a shark but it is not known if she was alive at the time, the other woman disappeared
5754;06-May-1886;Unprovoked;NEW CALEDONIA;FATAL
5755;26-Apr-1886;Unprovoked;AUSTRALIA;Wrist bitten
5756;11-Apr-1886;Invalid;NEW ZEALAND;Probable drowning & scavenging
5757;Reported 06-Mar-1886;Invalid;NEW ZEALAND;Left leg severed. Probably confusion with GSAF 1886.01.28
5758;Mar-1886;Invalid;AUSTRALIA;"His body was found in a tiger shark; next day other human remains found in sharks at Berry's Bay "
5759;13-Feb-1886;Boating;AUSTRALIA;"No injury to occupants, shark shook boat ""stem to stern"""
5760;28-Jan-1886;Unprovoked;SOUTH AFRICA;Chest & buttocks bitten, left leg severed at knee
5761;26-Jan-1886;Unprovoked;AUSTRALIA;Foot bitten
5762;01-Jan-1886;Unprovoked;SOUTH AFRICA;FATAL. Partial remains washed ashore the next day
5763;1886;Unprovoked;AUSTRALIA;Leg severed
5764;Reported 26-Nov-1885;Boating;AUSTRALIA;No injury to occupant, shark bit off section of the boat's rudder
5765;26-Nov-1885;Unprovoked;AUSTRALIA;Laceration to calf
5766;17-Aug-1885;Unprovoked;ATLANTIC OCEAN;FATAL
5767;26-Jul-1885;Sea Disaster;USA;Left arm severed
5768;26-Jul-1885;Sea Disaster;USA;Laceration to torso
5769;26-Jul-1885;Sea Disaster;USA;FATAL
5771;09-Apr-1885;Unprovoked;NEW ZEALAND;Lacerations to lower leg
5772;28-Mar-1885;Unprovoked;SOUTH AFRICA;No injury to occupant, rammed oar in shark's mouth and it bit the oar 
5773;13-Dec-1884;Sea Disaster;AUSTRALIA;Cause of death most likely drowning, remains recovered in shark
5774;Reported 08-Dec-1884;Provoked;FRANCE;FATAL            Leg severed by harpooned shark PROVOKED INCIDENT
5775;Reported 28-Aug-1884;Unprovoked;USA;Hand bitten
5776;18-Aug-1884;Invalid;USA;Unclear if he sustained any injury from the 7' shark
5777;Reported 28-Apr-1884;Unprovoked;BRAZIL;FATAL
5778;16-Jan-1884;Unprovoked;SOUTH AFRICA;FATAL
5779;14-Jan-1884;Unprovoked;AUSTRALIA;FATAL
5780;19-Dec-1883;Unprovoked;AUSTRALIA;FATAL
5781;Reported 18-Dec-1883;Unprovoked;USA;FATAL
5782;Reported 20-Oct-1883;Unprovoked;URUGUAY;FATAL
5783;Reported 19-Oct-1883;Unprovoked;USA;FATAL
5784;Reported 14-Sep-1883 (probably happened Ca. 1843/1844);Unprovoked;AUSTRALIA;FATAL
5785;05-Jul-1883;Provoked;GEORGIA;Leg injured by hooked shark PROVOKED INCIDENT
5786;Reported 26-Feb-1883;Unprovoked;AUSTRALIA;Arm severed
5787;Reported 25-Feb-1883;Unprovoked;AUSTRALIA;FATAL
5788;21-Jan-1883;Unprovoked;AUSTRALIA;FATAL
5789;1883;Unprovoked;PACIFIC OCEAN;FATAL, remains recovered from 2 sharks
5790;Summer of 1883;Unprovoked;USA;FATAL
5791;1883;Invalid;USA;Body found with arm severed by shark, but shark involvement prior to death was uncomfirmed
5792;1883;Unprovoked;USA;FATAL
5793;03-Dec-1882;Provoked;NEW ZEALAND;Hand severely nipped PROVOKED INCIDENT 
5794;12-Nov-1882;Unprovoked;NEW ZEALAND;Sole of foot bitten
5795;12-Nov-1882;Unprovoked;NEW ZEALAND;Lacerations to thigh
5796;Sep-1882;Unprovoked;JAPAN;Lacerations to elbows &  knees
5797;14-May-1882;Unprovoked;AUSTRALIA;Laceration to calf
5798;Reported 12-May-1882;Unprovoked;AUSTRALIA;FATAL      Torso bitten
5799;15-Apr-1882;Unprovoked;AUSTRALIA;FATAL
5800;Reported  07-Feb-1882;Unprovoked;AUSTRALIA;FATAL                       Thigh bitten
5801;Reported 23-Jan-1882;Unprovoked;AUSTRALIA;FATAL
5802;Reprted 05-Jan-1882;Unprovoked;ATLANTIC OCEAN;FATAL
5803;1882;Unprovoked;USA;No injury, sack rammed by shark & shark  harassed him when he surfaced
5804;1882;Unprovoked;AUSTRALIA;Survived
5805;13-Nov-1881;Invalid;AUSTRALIA;Shark involvement suspected but not confirmed
5806;16-Oct-1881;Invalid;USA;FATAL
5807;05-Sep-1881;Unprovoked;USA;FATAL, possible post-mortem bites
5809;12-Aug-1881;Unprovoked;USA;No injury, overalls ripped by shark
5811;13-Jun-1881;Unprovoked;USA;FATAL
5812;1881;Unprovoked;INDIA;"""More than 20 persons severely bitten by sharks this year. Almost all were fatal"""
5813;Ca. 1881;Boating;ITALY;Non-Fatal
5814;25-Nov-1880;Unprovoked;AUSTRALIA;Feet bitten, surgically amputated FATAL
5815;10-Oct-1880;Sea Disaster;AUSTRALIA;Disappeared, thought to have murdered or drowned or  taken by a sharks after entrails washed ashore
5816;08-Aug-1880;Unprovoked;MOZAMBIQUE;Legs severed FATAL
5817;25-Jul-1880;Boating;USA;Shark bit stern, no injury to occupant
5818;15-May-1880;Unprovoked;INDIA;Left hand severed, arm & right calf injured
5819;14-May-1880;Unprovoked;INDIA;Hands, forearm & left thigh lacerated, radial artery severed
5820;Reported 07-May-1880;Invalid;MEXICO;Human remains recovered from a 15' shark, probable scavenging
5821;02-May-1880;Unprovoked;INDIA;FATAL, left forearm & hand bitten, brachial artery severed, died of secondary hemorrhage 11 days later 
5822;02-May-1880;Unprovoked;INDIA;FATAL, right leg severed at mid-thigh, femur severed 
5823;22-Jan-1880;Boating;AUSTRALIA;No injury to occupants, shark rammed boat
5824;03-Jan-1880;Unprovoked;AUSTRALIA;Lacerations to leg
5825;1880?;Invalid;SYRIA;FATAL 
5826;Ca. 1880;Invalid;USA;Drowned, body scavenged by shark
5827;Ca. 1880;Unprovoked;SOLOMON ISLANDS;Arm & leg severed, survived 
5828;1880;Unprovoked;NEW ZEALAND;Recovered
5829;24-Dec-1879;Unprovoked;INDIA;FATAL
5830;10-Nov-1879;Unprovoked;AUSTRALIA;Thigh bitten
5831; 22-Sep-1879;Provoked;SPAIN;No injuries to occupants, Hooked shark bit boat  PROVOKED INCIDENT
5832;Reported 30-Aug-1879;Sea Disaster;FIJI;Severely bitten on heel, 20 others taken by sharks
5833;3-Jul-1879;Unprovoked;USA;No details
5834;19-Mar-1879;Unprovoked;NEW ZEALAND;FATAL
5835;10-Mar-1879;Invalid;AUSTRALIA;Partial  remains found in shark
5836;1879;Unprovoked;USA;FATAL
5837;17-Nov-1878;Unprovoked;AUSTRALIA;Laceration to leg
5838;Reported 24-Oct-1878;Unprovoked;INDONESIA;FATAL
5840;Reported 14-Sep-1878;Provoked;USA;Leg bitten by netted shark PROVOKED INCIDENT
5841;02-Sep-1878;Sea Disaster;SOUTH ATLANTIC OCEAN; Du Val's leg was bitten but he survived
5842;02-Sep-1878;Sea Disaster;SOUTH ATLANTIC OCEAN;FATAL, 2 of the crew were killed by sharks
5843;09-Aug-1878;Unprovoked;USA;FATAL?
5844;08-Aug-1878;Unprovoked;USA;FATAL
5845;10-Jun-1978;Unprovoked;PHILIPPINES;FATAL
5846;Reported 30-March-1878;Unprovoked;NEW GUINEA;"""Fearfully injured"""
5847;13-Feb-1878;Sea Disaster;SOUTH AFRICA;FATAL, shark removed large part of his hip
5848;02-Feb-1878;Sea Disaster;BRAZIL;FATAL
5849;1878;Unprovoked;AUSTRALIA;FATAL, leg severed 
5850;Reported 15-Dec-1877;Sea Disaster;FIJI;FATAL
5851;15-Dec-1877;Unprovoked;AUSTRALIA;Leg severely bitten & later surgically amputated
5852;12-Dec-1877;Unprovoked;AUSTRALIA;FATAL
5853;15-Sep-1877;Unprovoked;AUSTRALIA;No injury, pulled overboard by a shark that grabbed his coat
5854;Reported 28-Aug-1877;Invalid;INDIAN OCEAN;Partial human remains found in 13' shark
5855; 07-Apr-1877;Provoked;AUSTRALIA;Fingers injured by landed shark PROVOKED INCIDENT
5856;04-Apr-1877;Unprovoked;AUSTRALIA;Thigh & foot bitten
5857;16-Mar-1877;Unprovoked;ITALY;3 ribs broken by shark's tail
5858; 11-Mar-1877;Unprovoked;FIJI;Thigh severely bitten, femur exposed 
5859;Reported 17-Feb-1877;Unprovoked;AUSTRALIA;Severe bite to hand
5860;  28-Jan-1877;Unprovoked;AUSTRALIA;FATAL
5861;Reported 24-Jan-1877;Unprovoked;AUSTRALIA;Ankle injured
5862;04-Jan-1877;Invalid;SOUTH AFRICA;Although his body was bitten by a shark/s, bruises on his neck & face suggested foul play & a shipmate taken into custody but no charges made
5863;Before 1878;Unprovoked;INDIA;Thigh severely bitten, femur exposed & grooved
